시도별,성별,연령별,시점,추계인구
광주광역시,계,85 - 89세,2004 년,3884
광주광역시,계,85 - 89세,2005 년,4120
광주광역시,계,85 - 89세,2006 년,4406
광주광역시,계,85 - 89세,2007 년,4698
광주광역시,계,85 - 89세,2008 년,5251
광주광역시,계,85 - 89세,2009 년,5900
광주광역시,계,85 - 89세,2010 년,6285
광주광역시,계,85 - 89세,2011 년,6538
광주광역시,계,85 - 89세,2012 년,6891
광주광역시,계,85 - 89세,2013 년,7103
광주광역시,계,85 - 89세,2014 년,7890
광주광역시,계,85 - 89세,2015 년,8860
광주광역시,계,85 - 89세,2016 년,10099
광주광역시,계,85 - 89세,2017 년,10376
광주광역시,계,85 - 89세,2018 년,11325
광주광역시,계,85 - 89세,2019 년,12191
광주광역시,계,85 - 89세,2020 년,13402
광주광역시,계,85 - 89세,2021 년,14409
광주광역시,계,85 - 89세,2022 년,15220
광주광역시,계,85 - 89세,2023 년,16255
광주광역시,계,85 - 89세,2024 년,17351
광주광역시,계,90 - 94세,2000 년,898
광주광역시,계,90 - 94세,2001 년,950
광주광역시,계,90 - 94세,2002 년,1002
광주광역시,계,90 - 94세,2003 년,1070
광주광역시,계,90 - 94세,2004 년,1123
광주광역시,계,90 - 94세,2005 년,1241
광주광역시,계,90 - 94세,2006 년,1341
광주광역시,계,90 - 94세,2007 년,1431
광주광역시,계,90 - 94세,2008 년,1517
광주광역시,계,90 - 94세,2009 년,1782
광주광역시,계,90 - 94세,2010 년,1942
광주광역시,계,90 - 94세,2011 년,2080
광주광역시,계,90 - 94세,2012 년,2309
광주광역시,계,90 - 94세,2013 년,2734
광주광역시,계,90 - 94세,2014 년,2851
광주광역시,계,90 - 94세,2015 년,2840
광주광역시,계,90 - 94세,2016 년,3289
광주광역시,계,90 - 94세,2017 년,3482
광주광역시,계,90 - 94세,2018 년,3647
광주광역시,계,90 - 94세,2019 년,4125
광주광역시,계,90 - 94세,2020 년,4904
광주광역시,계,90 - 94세,2021 년,5170
광주광역시,계,90 - 94세,2022 년,5310
광주광역시,계,90 - 94세,2023 년,5663
광주광역시,계,90 - 94세,2024 년,6207
광주광역시,계,95 - 99세,2000 년,169
광주광역시,계,95 - 99세,2001 년,238
광주광역시,계,95 - 99세,2002 년,248
광주광역시,계,95 - 99세,2003 년,246
광주광역시,계,95 - 99세,2004 년,246
광주광역시,계,95 - 99세,2005 년,268
광주광역시,계,95 - 99세,2006 년,292
광주광역시,계,95 - 99세,2007 년,314
광주광역시,계,95 - 99세,2008 년,314
광주광역시,계,95 - 99세,2009 년,341
광주광역시,계,95 - 99세,2010 년,401
광주광역시,계,95 - 99세,2011 년,425
광주광역시,계,95 - 99세,2012 년,457
광주광역시,계,95 - 99세,2013 년,508
광주광역시,계,95 - 99세,2014 년,547
광주광역시,계,95 - 99세,2015 년,587
광주광역시,계,95 - 99세,2016 년,702
광주광역시,계,95 - 99세,2017 년,756
광주광역시,계,95 - 99세,2018 년,1008
광주광역시,계,95 - 99세,2019 년,937
광주광역시,계,95 - 99세,2020 년,981
광주광역시,계,95 - 99세,2021 년,1046
광주광역시,계,95 - 99세,2022 년,1064
광주광역시,계,95 - 99세,2023 년,1087
광주광역시,계,95 - 99세,2024 년,1277
광주광역시,계,100세 이상,2000 년,21
광주광역시,계,100세 이상,2001 년,32
광주광역시,계,100세 이상,2002 년,36
광주광역시,계,100세 이상,2003 년,43
광주광역시,계,100세 이상,2004 년,45
광주광역시,계,100세 이상,2005 년,47
광주광역시,계,100세 이상,2006 년,51
광주광역시,계,100세 이상,2007 년,52
광주광역시,계,100세 이상,2008 년,54
광주광역시,계,100세 이상,2009 년,61
광주광역시,계,100세 이상,2010 년,66
광주광역시,계,100세 이상,2011 년,69
광주광역시,계,100세 이상,2012 년,72
광주광역시,계,100세 이상,2013 년,68
광주광역시,계,100세 이상,2014 년,75
광주광역시,계,100세 이상,2015 년,85
광주광역시,계,100세 이상,2016 년,89
광주광역시,계,100세 이상,2017 년,93
광주광역시,계,100세 이상,2018 년,92
광주광역시,계,100세 이상,2019 년,123
광주광역시,계,100세 이상,2020 년,141
광주광역시,계,100세 이상,2021 년,154
광주광역시,계,100세 이상,2022 년,170
광주광역시,계,100세 이상,2023 년,198
광주광역시,계,100세 이상,2024 년,167
광주광역시,남자,계,1970 년,334990
광주광역시,남자,계,1971 년,345698
광주광역시,남자,계,1972 년,355991
광주광역시,남자,계,1973 년,365368
광주광역시,남자,계,1974 년,374445
광주광역시,남자,계,1975 년,382372
광주광역시,남자,계,1976 년,395686
광주광역시,남자,계,1977 년,408888
광주광역시,남자,계,1978 년,421898
광주광역시,남자,계,1979 년,434667
광주광역시,남자,계,1980 년,447412
광주광역시,남자,계,1981 년,466645
광주광역시,남자,계,1982 년,486315
광주광역시,남자,계,1983 년,504769
광주광역시,남자,계,1984 년,519839
광주광역시,남자,계,1985 년,533844
광주광역시,남자,계,1986 년,538012
광주광역시,남자,계,1987 년,540102
광주광역시,남자,계,1988 년,544197
광주광역시,남자,계,1989 년,553997
광주광역시,남자,계,1990 년,565805
광주광역시,남자,계,1991 년,579797
광주광역시,남자,계,1992 년,594201
광주광역시,남자,계,1993 년,608582
광주광역시,남자,계,1994 년,622906
광주광역시,남자,계,1995 년,637092
광주광역시,남자,계,1996 년,646084
광주광역시,남자,계,1997 년,658284
광주광역시,남자,계,1998 년,669731
광주광역시,남자,계,1999 년,680305
광주광역시,남자,계,2000 년,691174
광주광역시,남자,계,2001 년,700979
광주광역시,남자,계,2002 년,710702
광주광역시,남자,계,2003 년,716268
광주광역시,남자,계,2004 년,721981
광주광역시,남자,계,2005 년,722348
광주광역시,남자,계,2006 년,723652
광주광역시,남자,계,2007 년,727455
광주광역시,남자,계,2008 년,731070
광주광역시,남자,계,2009 년,737110
광주광역시,남자,계,2010 년,743895
광주광역시,남자,계,2011 년,748229
광주광역시,남자,계,2012 년,748890
광주광역시,남자,계,2013 년,748772
광주광역시,남자,계,2014 년,749276
광주광역시,남자,계,2015 년,750248
광주광역시,남자,계,2016 년,747452
광주광역시,남자,계,2017 년,744386
광주광역시,남자,계,2018 년,741160
광주광역시,남자,계,2019 년,741181
광주광역시,남자,계,2020 년,735215
광주광역시,남자,계,2021 년,732627
광주광역시,남자,계,2022 년,728987
광주광역시,남자,계,2023 년,726313
광주광역시,남자,계,2024 년,722352
광주광역시,남자,0 - 4세,1970 년,43742
광주광역시,남자,0 - 4세,1971 년,46327
광주광역시,남자,0 - 4세,1972 년,48679
광주광역시,남자,0 - 4세,1973 년,50614
광주광역시,남자,0 - 4세,1974 년,52241
광주광역시,남자,0 - 4세,1975 년,52133
광주광역시,남자,0 - 4세,1976 년,50869
광주광역시,남자,0 - 4세,1977 년,49664
광주광역시,남자,0 - 4세,1978 년,48820
광주광역시,남자,0 - 4세,1979 년,48472
광주광역시,남자,0 - 4세,1980 년,49163
광주광역시,남자,0 - 4세,1981 년,51090
광주광역시,남자,0 - 4세,1982 년,52970
광주광역시,남자,0 - 4세,1983 년,54369
광주광역시,남자,0 - 4세,1984 년,53956
광주광역시,남자,0 - 4세,1985 년,52498
광주광역시,남자,0 - 4세,1986 년,50208
광주광역시,남자,0 - 4세,1987 년,47339
광주광역시,남자,0 - 4세,1988 년,45603
광주광역시,남자,0 - 4세,1989 년,45543
광주광역시,남자,0 - 4세,1990 년,45110
광주광역시,남자,0 - 4세,1991 년,46859
광주광역시,남자,0 - 4세,1992 년,49298
광주광역시,남자,0 - 4세,1993 년,51903
광주광역시,남자,0 - 4세,1994 년,54386
광주광역시,남자,0 - 4세,1995 년,56574
광주광역시,남자,0 - 4세,1996 년,57457
광주광역시,남자,0 - 4세,1997 년,57899
광주광역시,남자,0 - 4세,1998 년,57814
광주광역시,남자,0 - 4세,1999 년,56849
광주광역시,남자,0 - 4세,2000 년,56356
광주광역시,남자,0 - 4세,2001 년,54547
광주광역시,남자,0 - 4세,2002 년,52286
광주광역시,남자,0 - 4세,2003 년,49389
광주광역시,남자,0 - 4세,2004 년,46873
광주광역시,남자,0 - 4세,2005 년,43415
광주광역시,남자,0 - 4세,2006 년,40267
광주광역시,남자,0 - 4세,2007 년,38949
광주광역시,남자,0 - 4세,2008 년,38375
광주광역시,남자,0 - 4세,2009 년,38047
광주광역시,남자,0 - 4세,2010 년,38580
광주광역시,남자,0 - 4세,2011 년,38693
광주광역시,남자,0 - 4세,2012 년,38147
광주광역시,남자,0 - 4세,2013 년,37387
광주광역시,남자,0 - 4세,2014 년,36639
광주광역시,남자,0 - 4세,2015 년,35969
광주광역시,남자,0 - 4세,2016 년,34821
광주광역시,남자,0 - 4세,2017 년,32961
광주광역시,남자,0 - 4세,2018 년,30920
광주광역시,남자,0 - 4세,2019 년,29103
광주광역시,남자,0 - 4세,2020 년,26517
광주광역시,남자,0 - 4세,2021 년,24271
광주광역시,남자,0 - 4세,2022 년,22701
광주광역시,남자,0 - 4세,2023 년,20940
광주광역시,남자,0 - 4세,2024 년,19358
광주광역시,남자,5 - 9세,1970 년,44721
광주광역시,남자,5 - 9세,1971 년,44873
광주광역시,남자,5 - 9세,1972 년,45258
광주광역시,남자,5 - 9세,1973 년,45757
광주광역시,남자,5 - 9세,1974 년,46769
광주광역시,남자,5 - 9세,1975 년,48397
광주광역시,남자,5 - 9세,1976 년,50418
광주광역시,남자,5 - 9세,1977 년,52436
광주광역시,남자,5 - 9세,1978 년,53878
광주광역시,남자,5 - 9세,1979 년,54415
광주광역시,남자,5 - 9세,1980 년,53843
광주광역시,남자,5 - 9세,1981 년,53440
광주광역시,남자,5 - 9세,1982 년,53146
광주광역시,남자,5 - 9세,1983 년,53064
광주광역시,남자,5 - 9세,1984 년,53211
광주광역시,남자,5 - 9세,1985 년,53886
광주광역시,남자,5 - 9세,1986 년,54952
광주광역시,남자,5 - 9세,1987 년,56055
광주광역시,남자,5 - 9세,1988 년,56784
광주광역시,남자,5 - 9세,1989 년,56505
광주광역시,남자,5 - 9세,1990 년,55183
광주광역시,남자,5 - 9세,1991 년,52890
광주광역시,남자,5 - 9세,1992 년,50390
광주광역시,남자,5 - 9세,1993 년,48463
광주광역시,남자,5 - 9세,1994 년,47516
광주광역시,남자,5 - 9세,1995 년,47462
광주광역시,남자,5 - 9세,1996 년,48990
광주광역시,남자,5 - 9세,1997 년,51452
광주광역시,남자,5 - 9세,1998 년,54376
광주광역시,남자,5 - 9세,1999 년,57154
광주광역시,남자,5 - 9세,2000 년,59412
광주광역시,남자,5 - 9세,2001 년,60570
광주광역시,남자,5 - 9세,2002 년,61508
광주광역시,남자,5 - 9세,2003 년,60155
광주광역시,남자,5 - 9세,2004 년,59079
광주광역시,남자,5 - 9세,2005 년,57954
광주광역시,남자,5 - 9세,2006 년,56348
광주광역시,남자,5 - 9세,2007 년,53593
광주광역시,남자,5 - 9세,2008 년,50700
광주광역시,남자,5 - 9세,2009 년,47958
광주광역시,남자,5 - 9세,2010 년,44524
광주광역시,남자,5 - 9세,2011 년,41517
광주광역시,남자,5 - 9세,2012 년,40247
광주광역시,남자,5 - 9세,2013 년,39776
광주광역시,남자,5 - 9세,2014 년,38704
광주광역시,남자,5 - 9세,2015 년,38439
광주광역시,남자,5 - 9세,2016 년,38644
광주광역시,남자,5 - 9세,2017 년,38256
광주광역시,남자,5 - 9세,2018 년,37671
광주광역시,남자,5 - 9세,2019 년,37208
광주광역시,남자,5 - 9세,2020 년,36978
광주광역시,남자,5 - 9세,2021 년,35738
광주광역시,남자,5 - 9세,2022 년,34282
광주광역시,남자,5 - 9세,2023 년,32178
광주광역시,남자,5 - 9세,2024 년,30177
광주광역시,남자,10 - 14세,1970 년,50138
광주광역시,남자,10 - 14세,1971 년,51534
광주광역시,남자,10 - 14세,1972 년,53113
광주광역시,남자,10 - 14세,1973 년,53713
광주광역시,남자,10 - 14세,1974 년,53436
광주광역시,남자,10 - 14세,1975 년,52827
광주광역시,남자,10 - 14세,1976 년,52755
광주광역시,남자,10 - 14세,1977 년,52665
광주광역시,남자,10 - 14세,1978 년,52680
광주광역시,남자,10 - 14세,1979 년,53525
광주광역시,남자,10 - 14세,1980 년,55000
광주광역시,남자,10 - 14세,1981 년,58173
광주광역시,남자,10 - 14세,1982 년,61431
광주광역시,남자,10 - 14세,1983 년,63909
광주광역시,남자,10 - 14세,1984 년,65375
광주광역시,남자,10 - 14세,1985 년,65935
광주광역시,남자,10 - 14세,1986 년,64091
광주광역시,남자,10 - 14세,1987 년,61849
광주광역시,남자,10 - 14세,1988 년,59926
광주광역시,남자,10 - 14세,1989 년,59449
광주광역시,남자,10 - 14세,1990 년,60033
광주광역시,남자,10 - 14세,1991 년,61665
광주광역시,남자,10 - 14세,1992 년,63430
광주광역시,남자,10 - 14세,1993 년,64482
광주광역시,남자,10 - 14세,1994 년,64095
광주광역시,남자,10 - 14세,1995 년,62298
광주광역시,남자,10 - 14세,1996 년,59329
광주광역시,남자,10 - 14세,1997 년,55806
광주광역시,남자,10 - 14세,1998 년,53136
광주광역시,남자,10 - 14세,1999 년,51374
광주광역시,남자,10 - 14세,2000 년,50664
광주광역시,남자,10 - 14세,2001 년,52674
광주광역시,남자,10 - 14세,2002 년,55181
광주광역시,남자,10 - 14세,2003 년,57539
광주광역시,남자,10 - 14세,2004 년,60390
광주광역시,남자,10 - 14세,2005 년,61724
광주광역시,남자,10 - 14세,2006 년,62933
광주광역시,남자,10 - 14세,2007 년,62829
광주광역시,남자,10 - 14세,2008 년,61682
광주광역시,남자,10 - 14세,2009 년,60511
광주광역시,남자,10 - 14세,2010 년,59693
광주광역시,남자,10 - 14세,2011 년,58096
광주광역시,남자,10 - 14세,2012 년,55016
광주광역시,남자,10 - 14세,2013 년,51657
광주광역시,남자,10 - 14세,2014 년,48937
광주광역시,남자,10 - 14세,2015 년,45228
광주광역시,남자,10 - 14세,2016 년,41560
광주광역시,남자,10 - 14세,2017 년,39893
광주광역시,남자,10 - 14세,2018 년,39302
광주광역시,남자,10 - 14세,2019 년,38204
광주광역시,남자,10 - 14세,2020 년,37967
광주광역시,남자,10 - 14세,2021 년,38393
광주광역시,남자,10 - 14세,2022 년,38164
광주광역시,남자,10 - 14세,2023 년,37631
광주광역시,남자,10 - 14세,2024 년,37098
광주광역시,남자,15 - 19세,1970 년,49287
광주광역시,남자,15 - 19세,1971 년,52517
광주광역시,남자,15 - 19세,1972 년,55577
광주광역시,남자,15 - 19세,1973 년,58672
광주광역시,남자,15 - 19세,1974 년,61458
광주광역시,남자,15 - 19세,1975 년,63392
광주광역시,남자,15 - 19세,1976 년,66269
광주광역시,남자,15 - 19세,1977 년,68863
광주광역시,남자,15 - 19세,1978 년,71016
광주광역시,남자,15 - 19세,1979 년,72007
광주광역시,남자,15 - 19세,1980 년,72131
광주광역시,남자,15 - 19세,1981 년,72981
광주광역시,남자,15 - 19세,1982 년,74245
광주광역시,남자,15 - 19세,1983 년,76222
광주광역시,남자,15 - 19세,1984 년,78928
광주광역시,남자,15 - 19세,1985 년,82353
광주광역시,남자,15 - 19세,1986 년,82022
광주광역시,남자,15 - 19세,1987 년,81367
광주광역시,남자,15 - 19세,1988 년,80358
광주광역시,남자,15 - 19세,1989 년,79093
광주광역시,남자,15 - 19세,1990 년,76963
광주광역시,남자,15 - 19세,1991 년,74486
광주광역시,남자,15 - 19세,1992 년,71734
광주광역시,남자,15 - 19세,1993 년,69213
광주광역시,남자,15 - 19세,1994 년,67571
광주광역시,남자,15 - 19세,1995 년,67126
광주광역시,남자,15 - 19세,1996 년,67751
광주광역시,남자,15 - 19세,1997 년,69291
광주광역시,남자,15 - 19세,1998 년,70172
광주광역시,남자,15 - 19세,1999 년,69442
광주광역시,남자,15 - 19세,2000 년,66906
광주광역시,남자,15 - 19세,2001 년,62935
광주광역시,남자,15 - 19세,2002 년,59379
광주광역시,남자,15 - 19세,2003 년,56014
광주광역시,남자,15 - 19세,2004 년,53815
광주광역시,남자,15 - 19세,2005 년,53600
광주광역시,남자,15 - 19세,2006 년,53736
광주광역시,남자,15 - 19세,2007 년,55336
광주광역시,남자,15 - 19세,2008 년,57918
광주광역시,남자,15 - 19세,2009 년,60458
광주광역시,남자,15 - 19세,2010 년,62192
광주광역시,남자,15 - 19세,2011 년,63308
광주광역시,남자,15 - 19세,2012 년,62753
광주광역시,남자,15 - 19세,2013 년,61831
광주광역시,남자,15 - 19세,2014 년,60063
광주광역시,남자,15 - 19세,2015 년,58858
광주광역시,남자,15 - 19세,2016 년,56552
광주광역시,남자,15 - 19세,2017 년,53550
광주광역시,남자,15 - 19세,2018 년,50177
광주광역시,남자,15 - 19세,2019 년,47841
광주광역시,남자,15 - 19세,2020 년,43981
광주광역시,남자,15 - 19세,2021 년,40786
광주광역시,남자,15 - 19세,2022 년,39459
광주광역시,남자,15 - 19세,2023 년,38935
광주광역시,남자,15 - 19세,2024 년,37769
광주광역시,남자,20 - 24세,1970 년,31574
광주광역시,남자,20 - 24세,1971 년,31597
광주광역시,남자,20 - 24세,1972 년,31892
광주광역시,남자,20 - 24세,1973 년,31618
광주광역시,남자,20 - 24세,1974 년,31808
광주광역시,남자,20 - 24세,1975 년,33126
광주광역시,남자,20 - 24세,1976 년,36915
광주광역시,남자,20 - 24세,1977 년,39981
광주광역시,남자,20 - 24세,1978 년,42831
광주광역시,남자,20 - 24세,1979 년,45726
광주광역시,남자,20 - 24세,1980 년,48598
광주광역시,남자,20 - 24세,1981 년,52635
광주광역시,남자,20 - 24세,1982 년,55691
광주광역시,남자,20 - 24세,1983 년,57498
광주광역시,남자,20 - 24세,1984 년,58190
광주광역시,남자,20 - 24세,1985 년,58666
광주광역시,남자,20 - 24세,1986 년,58504
광주광역시,남자,20 - 24세,1987 년,57856
광주광역시,남자,20 - 24세,1988 년,57469
광주광역시,남자,20 - 24세,1989 년,58584
광주광역시,남자,20 - 24세,1990 년,61616
광주광역시,남자,20 - 24세,1991 년,64594
광주광역시,남자,20 - 24세,1992 년,67435
광주광역시,남자,20 - 24세,1993 년,69570
광주광역시,남자,20 - 24세,1994 년,70693
광주광역시,남자,20 - 24세,1995 년,70861
광주광역시,남자,20 - 24세,1996 년,69251
광주광역시,남자,20 - 24세,1997 년,67358
광주광역시,남자,20 - 24세,1998 년,65689
광주광역시,남자,20 - 24세,1999 년,64987
광주광역시,남자,20 - 24세,2000 년,65454
광주광역시,남자,20 - 24세,2001 년,66988
광주광역시,남자,20 - 24세,2002 년,69251
광주광역시,남자,20 - 24세,2003 년,70688
광주광역시,남자,20 - 24세,2004 년,70756
광주광역시,남자,20 - 24세,2005 년,68278
광주광역시,남자,20 - 24세,2006 년,63640
광주광역시,남자,20 - 24세,2007 년,59273
광주광역시,남자,20 - 24세,2008 년,55744
광주광역시,남자,20 - 24세,2009 년,53916
광주광역시,남자,20 - 24세,2010 년,53812
광주광역시,남자,20 - 24세,2011 년,53384
광주광역시,남자,20 - 24세,2012 년,55156
광주광역시,남자,20 - 24세,2013 년,57441
광주광역시,남자,20 - 24세,2014 년,59437
광주광역시,남자,20 - 24세,2015 년,60684
광주광역시,남자,20 - 24세,2016 년,61679
광주광역시,남자,20 - 24세,2017 년,62193
광주광역시,남자,20 - 24세,2018 년,62023
광주광역시,남자,20 - 24세,2019 년,61159
광주광역시,남자,20 - 24세,2020 년,59232
광주광역시,남자,20 - 24세,2021 년,58004
광주광역시,남자,20 - 24세,2022 년,54983
광주광역시,남자,20 - 24세,2023 년,52317
광주광역시,남자,20 - 24세,2024 년,49843
광주광역시,남자,25 - 29세,1970 년,25065
광주광역시,남자,25 - 29세,1971 년,24944
광주광역시,남자,25 - 29세,1972 년,25138
광주광역시,남자,25 - 29세,1973 년,25890
광주광역시,남자,25 - 29세,1974 년,26754
광주광역시,남자,25 - 29세,1975 년,27584
광주광역시,남자,25 - 29세,1976 년,28351
광주광역시,남자,25 - 29세,1977 년,29282
광주광역시,남자,25 - 29세,1978 년,30542
광주광역시,남자,25 - 29세,1979 년,32279
광주광역시,남자,25 - 29세,1980 년,34444
광주광역시,남자,25 - 29세,1981 년,37659
광주광역시,남자,25 - 29세,1982 년,40739
광주광역시,남자,25 - 29세,1983 년,43901
광주광역시,남자,25 - 29세,1984 년,46802
광주광역시,남자,25 - 29세,1985 년,49793
광주광역시,남자,25 - 29세,1986 년,51204
광주광역시,남자,25 - 29세,1987 년,52369
광주광역시,남자,25 - 29세,1988 년,53420
광주광역시,남자,25 - 29세,1989 년,54270
광주광역시,남자,25 - 29세,1990 년,55504
광주광역시,남자,25 - 29세,1991 년,56312
광주광역시,남자,25 - 29세,1992 년,57344
광주광역시,남자,25 - 29세,1993 년,58869
광주광역시,남자,25 - 29세,1994 년,61083
광주광역시,남자,25 - 29세,1995 년,63783
광주광역시,남자,25 - 29세,1996 년,64689
광주광역시,남자,25 - 29세,1997 년,66622
광주광역시,남자,25 - 29세,1998 년,67738
광주광역시,남자,25 - 29세,1999 년,68374
광주광역시,남자,25 - 29세,2000 년,68514
광주광역시,남자,25 - 29세,2001 년,67002
광주광역시,남자,25 - 29세,2002 년,64758
광주광역시,남자,25 - 29세,2003 년,63352
광주광역시,남자,25 - 29세,2004 년,62315
광주광역시,남자,25 - 29세,2005 년,61336
광주광역시,남자,25 - 29세,2006 년,62392
광주광역시,남자,25 - 29세,2007 년,64033
광주광역시,남자,25 - 29세,2008 년,64390
광주광역시,남자,25 - 29세,2009 년,63877
광주광역시,남자,25 - 29세,2010 년,61204
광주광역시,남자,25 - 29세,2011 년,58394
광주광역시,남자,25 - 29세,2012 년,54429
광주광역시,남자,25 - 29세,2013 년,50683
광주광역시,남자,25 - 29세,2014 년,48680
광주광역시,남자,25 - 29세,2015 년,48744
광주광역시,남자,25 - 29세,2016 년,48174
광주광역시,남자,25 - 29세,2017 년,49866
광주광역시,남자,25 - 29세,2018 년,51896
광주광역시,남자,25 - 29세,2019 년,54537
광주광역시,남자,25 - 29세,2020 년,55508
광주광역시,남자,25 - 29세,2021 년,56934
광주광역시,남자,25 - 29세,2022 년,56973
광주광역시,남자,25 - 29세,2023 년,57144
광주광역시,남자,25 - 29세,2024 년,56318
광주광역시,남자,30 - 34세,1970 년,22005
광주광역시,남자,30 - 34세,1971 년,22678
광주광역시,남자,30 - 34세,1972 년,23355
광주광역시,남자,30 - 34세,1973 년,23552
광주광역시,남자,30 - 34세,1974 년,23668
광주광역시,남자,30 - 34세,1975 년,23555
광주광역시,남자,30 - 34세,1976 년,24095
광주광역시,남자,30 - 34세,1977 년,25182
광주광역시,남자,30 - 34세,1978 년,26639
광주광역시,남자,30 - 34세,1979 년,28315
광주광역시,남자,30 - 34세,1980 년,29890
광주광역시,남자,30 - 34세,1981 년,30793
광주광역시,남자,30 - 34세,1982 년,31942
광주광역시,남자,30 - 34세,1983 년,33331
광주광역시,남자,30 - 34세,1984 년,34946
광주광역시,남자,30 - 34세,1985 년,36651
광주광역시,남자,30 - 34세,1986 년,38913
광주광역시,남자,30 - 34세,1987 년,40665
광주광역시,남자,30 - 34세,1988 년,43161
광주광역시,남자,30 - 34세,1989 년,45959
광주광역시,남자,30 - 34세,1990 년,48872
광주광역시,남자,30 - 34세,1991 년,51806
광주광역시,남자,30 - 34세,1992 년,54351
광주광역시,남자,30 - 34세,1993 년,56255
광주광역시,남자,30 - 34세,1994 년,57449
광주광역시,남자,30 - 34세,1995 년,58192
광주광역시,남자,30 - 34세,1996 년,58586
광주광역시,남자,30 - 34세,1997 년,59366
광주광역시,남자,30 - 34세,1998 년,60035
광주광역시,남자,30 - 34세,1999 년,61335
광주광역시,남자,30 - 34세,2000 년,63253
광주광역시,남자,30 - 34세,2001 년,64586
광주광역시,남자,30 - 34세,2002 년,66160
광주광역시,남자,30 - 34세,2003 년,66670
광주광역시,남자,30 - 34세,2004 년,66408
광주광역시,남자,30 - 34세,2005 년,64858
광주광역시,남자,30 - 34세,2006 년,63640
광주광역시,남자,30 - 34세,2007 년,61773
광주광역시,남자,30 - 34세,2008 년,60026
광주광역시,남자,30 - 34세,2009 년,58657
광주광역시,남자,30 - 34세,2010 년,59315
광주광역시,남자,30 - 34세,2011 년,60676
광주광역시,남자,30 - 34세,2012 년,61531
광주광역시,남자,30 - 34세,2013 년,61713
광주광역시,남자,30 - 34세,2014 년,60695
광주광역시,남자,30 - 34세,2015 년,57785
광주광역시,남자,30 - 34세,2016 년,54083
광주광역시,남자,30 - 34세,2017 년,49929
광주광역시,남자,30 - 34세,2018 년,46585
광주광역시,남자,30 - 34세,2019 년,45091
광주광역시,남자,30 - 34세,2020 년,44668
광주광역시,남자,30 - 34세,2021 년,44825
광주광역시,남자,30 - 34세,2022 년,46534
광주광역시,남자,30 - 34세,2023 년,48989
광주광역시,남자,30 - 34세,2024 년,51031
광주광역시,남자,35 - 39세,1970 년,17842
광주광역시,남자,35 - 39세,1971 년,18869
광주광역시,남자,35 - 39세,1972 년,19828
광주광역시,남자,35 - 39세,1973 년,20742
광주광역시,남자,35 - 39세,1974 년,21397
광주광역시,남자,35 - 39세,1975 년,21828
광주광역시,남자,35 - 39세,1976 년,22912
광주광역시,남자,35 - 39세,1977 년,24009
광주광역시,남자,35 - 39세,1978 년,24880
광주광역시,남자,35 - 39세,1979 년,25465
광주광역시,남자,35 - 39세,1980 년,25953
광주광역시,남자,35 - 39세,1981 년,26578
광주광역시,남자,35 - 39세,1982 년,27650
광주광역시,남자,35 - 39세,1983 년,29095
광주광역시,남자,35 - 39세,1984 년,30651
광주광역시,남자,35 - 39세,1985 년,31809
광주광역시,남자,35 - 39세,1986 년,32163
광주광역시,남자,35 - 39세,1987 년,32740
광주광역시,남자,35 - 39세,1988 년,32988
광주광역시,남자,35 - 39세,1989 년,34121
광주광역시,남자,35 - 39세,1990 년,36832
광주광역시,남자,35 - 39세,1991 년,40343
광주광역시,남자,35 - 39세,1992 년,43731
광주광역시,남자,35 - 39세,1993 년,47287
광주광역시,남자,35 - 39세,1994 년,50781
광주광역시,남자,35 - 39세,1995 년,53727
광주광역시,남자,35 - 39세,1996 년,55675
광주광역시,남자,35 - 39세,1997 년,57863
광주광역시,남자,35 - 39세,1998 년,59248
광주광역시,남자,35 - 39세,1999 년,59897
광주광역시,남자,35 - 39세,2000 년,60236
광주광역시,남자,35 - 39세,2001 년,60853
광주광역시,남자,35 - 39세,2002 년,61526
광주광역시,남자,35 - 39세,2003 년,61900
광주광역시,남자,35 - 39세,2004 년,63310
광주광역시,남자,35 - 39세,2005 년,63596
광주광역시,남자,35 - 39세,2006 년,64608
광주광역시,남자,35 - 39세,2007 년,65759
광주광역시,남자,35 - 39세,2008 년,66355
광주광역시,남자,35 - 39세,2009 년,66526
광주광역시,남자,35 - 39세,2010 년,66218
광주광역시,남자,35 - 39세,2011 년,64982
광주광역시,남자,35 - 39세,2012 년,63396
광주광역시,남자,35 - 39세,2013 년,61221
광주광역시,남자,35 - 39세,2014 년,59349
광주광역시,남자,35 - 39세,2015 년,59272
광주광역시,남자,35 - 39세,2016 년,59224
광주광역시,남자,35 - 39세,2017 년,59244
광주광역시,남자,35 - 39세,2018 년,59208
광주광역시,남자,35 - 39세,2019 년,58224
광주광역시,남자,35 - 39세,2020 년,54997
광주광역시,남자,35 - 39세,2021 년,52188
광주광역시,남자,35 - 39세,2022 년,48456
광주광역시,남자,35 - 39세,2023 년,45648
광주광역시,남자,35 - 39세,2024 년,43770
광주광역시,남자,40 - 44세,1970 년,14332
광주광역시,남자,40 - 44세,1971 년,14660
광주광역시,남자,40 - 44세,1972 년,15030
광주광역시,남자,40 - 44세,1973 년,15638
광주광역시,남자,40 - 44세,1974 년,16388
광주광역시,남자,40 - 44세,1975 년,17373
광주광역시,남자,40 - 44세,1976 년,18933
광주광역시,남자,40 - 44세,1977 년,20359
광주광역시,남자,40 - 44세,1978 년,21650
광주광역시,남자,40 - 44세,1979 년,22768
